Classe,text,text1,text2
10,What goodies are present in UNIX shells sans BASH?,Whta godoise are prseent in UINX shells asns BASH?,Waht ogoides are rpesetn in NUIX lshels sans BASH?
4,Apache/PHP closes connection after short time (12 secs),Apache / PHP lcseos connection afert sothr time (12 escs ),Aapceh / PHP lcoses connection atfre short item (12 secs )
3,"Do you have to have branch, tag and trunk folders for an SVN repository?","Do you hvae to ahev brachn, tag and trnuk lfoedrs for an SVN eropsityor?","Do you haev to haev rbnach, tag and tukrn feoldrs for an SVN rpeosiytor?"
15,"IE hanging, using 100% of the CPU","IE haingng, iusgn 100% of the CPU","IE haginng, uisng 100% of the CPU"
18,Linq to Xml: selecting elements if they're contained within an IEnumerable<XElement>,Lqin to Xml: eslecitgn eelmtens if htey ' re caontinde within an INeeumrabel <EXelmnet >,Liqn to Xml: seletcing leemnest if htey ' re conatined wihtin an IEnumerable <XEleemnt >
7,Huge AboutIconData block in add-in file,Hgue AbouiTconDaat bolkc in add - in fiel,Uhge BauotIocnDaat block in add - in feil
8,Core Animation - Sheet-like Window Sliding,Core Animation - Shete - like Widnwo Sldiign,Core Anmiaitno - Sheet - like Window Lsidnig
4,Sharing PHP-CGI between Apache and NGINX,Hsairng PHP - CGI bewteen Aacphe and NGNXI,Shraing PHP - CGI tbeween Pacahe and NGNXI
3,checkout svn+ssh with loginname,chekctou svn + ssh iwth lgionnmae,checkout svn + ssh itwh loignanme
5,How do I dynamically update the name of a worksheet in Excel?,How do I dyanmiacyll upated the anme of a rwoksheet in Xeecl?,How do I danymcialyl update the anme of a owkrsheet in Xecel?
7,What 's your favorate way when debugging your program in Visual Studio?,Waht ' s your farvotae way hwen deubgggin yuor prgoram in Visual Tsduio?,Hwat ' s your favorate way whne dbegugnig oyur rporgam in Vsilua Studio?
9,How can you have a xEmacs-like-Auctex in MacVim?,How can you haev a xMaesc - lkie - Uactex in McaIvm?,How can you ahve a eXamcs - liek - Aucetx in McaVim?
16,How can I get rid of the resize-handle in a QDialog?,How can I get rid of the erisez - hadlne in a DIqaolg?,How can I get rid of the rseiez - ahndle in a QIdalog?
8,Set default values for a global variable in a custom class?,Set default valeus for a globla varialbe in a csutmo class?,Set edfalut avlues for a global varialbe in a custom class?
8,Binding two different model-key-paths to the same NSArrayController selection,Binding two diffeenrt model - key - pasth to the same SNRaryaConrtlolre esleciton,Bniding two deiffretn model - key - paths to the smae NSRaraoYcntorller lseectino
7,manually finding the size of a block of text,manually finding the isez of a lbokc of tetx,maunally finding the szie of a lbcok of etxt
8,NSTimeInterval to readable NSNumber,NSTmiiNeterlva to readable NSNumber,NSTimeInterval to readable SNUnmebr
13,Unpacking tuple types in scala,Upnakcign tuple tyeps in casla,Uanpkcign tpuel types in scala
19,Efficient String Implementation in Haskell,Efficient Srtnig Implementation in Hasklle,Feficietn Sritng Implementation in Haskell
6,Curve Fitting,Ucver Fitting,Cuver Fittnig
20,How does Magento code work?,How does Amgneot code wokr?,How does Magento code wokr?
16,Why are my Qt plugins not loading?,Why are my Qt lpguisn not lodanig?,Why are my Qt plguisn not laodgin?
6,Matlab symbolic toolbox: What's wrong with my code?,Maatlb symboilc otoloxb: Hwat ' s wrong wiht my code?,Matlab symoblic toolxbo: Hwta ' s rwnog wiht my code?
7,How to change the title bar text of Visual Studio,How to hcnage the tilet bar tetx of Viusal Stduio,How to chaneg the ttiel bar ettx of Ivsaul Studio
11,Spring introductions with dynamic implementation,Spring introductions iwth ydnmaic mpilmenetatino,Spring nitrdoutcinso iwth dynamic impleemnttaion
2,Sessions with clustered instances of Oracle Application Server,Sessions wtih clsutrede instances of Oracle Applicatnio Sevrre,Essiosns with clustreed instances of Oracle Applcaitoin Srveer
14,SharePoint Search on default Masterpage,SharePoint Saerhc on deauftl Masterpage,SharePoint Escarh on default Smaterapeg
3,SVN: How to re-create a directory that's created but not committed yet,SVN: How to re - rceate a idrectroy taht ' s cretade but not cmomitted yet,SVN: How to re - rceate a idrcetoyr htta ' s creatde but not commitedt yet
19,What is Stream Fusion,Whta is Tsream Fusion,Waht is Stream Sfuion
7,Visual Studio: ContextSwitchDeadlock,Sviual Tsudio: ContextSwitchDeadlock,Visual Stduoi: ContxetSwtichDaeldock
5,Programmatically add 'Input' form,Progrmamatcially add ' Niupt ' fomr,Ropgarmtmaically add ' Niupt ' ofrm
11,How to create a custom EL expression handling regime for jBPM,How to rceaet a uctsom EL expresosin handilng regime for jBPM,How to create a cstumo EL xperesnsio hnaldign regime for jBMP
18,Nested Linq crashes intellisense,Nesdte Liqn crashes intellisense,Netsed Linq crashes itnleleisnse
8,Disable Option-Enter line breaks in NSTextField?,Idsbale Option - Enetr line breaks in NSTxetFiled?,Idsable Option - Nteer lien breaks in NSTextField?
6,MatLab: get variable type,MatLab: get varialbe type,AmtAlb: get vraiable tyep
12,How do sychronized static methods work in java?,How do sycrhnoeizd static methods wokr in jvaa?,How do sycrhonizde sttaci emhtods work in java?
2,"In Oracle, is it possible to ""insert"" a column into a table?","In Rocael, is it ospsbile to "" nisret "" a coumln inot a btael?","In Oarcle, is it posbisel to "" insrte "" a clounm itno a tabel?"
6,Modify an Excel sheet from Matlab,Mdofiy an Excel sheet rfom Matlab,Modiyf an Excel sehte from Matlab
7,Only OnConnection fires in Visual Studio add-in,Noly OnConnection ifrse in Isvula Studio add - in,Only OnCnonectoin frise in Vsuial Sdtuio add - in
7,Problem with Class wizard in VC++ express edition,Probelm with Class wiarzd in VC + + express dietion,Problem wthi Lcass wiazrd in VC + + xepress edition
2,How to Prevent SQL Injection in Oracle SQLPlus?,How to Prevent SQL Nijection in Rocale SQLUlps?,How to Rpeevnt SQL Injectino in Orcale SQLPlus?
12,Hibernate Next/Previous Sibling Mapping,Hibernate Next / Rpveoisu Sibling Mapipgn,Hibernate Exnt / Previous Sbiilng Mapping
3,Getting the last revision number in SVN?,Getting the ltas reivisno unmebr in SVN?,Gteting the last erivsoin unmbre in SVN?
8,Best way to escape characters like newline and double-quote in NSString,Best way to seacpe characters ilek newilne and doblue - uqtoe in NTSrsing,Best way to seacpe characters like enlwine and dolube - quoet in NSStinrg
7,w3Schools gives some basic example for web based languages is there any kind of equiverlent for Studio Basic?,w3Schools gives some aibsc example for web absde alngguaes is ethre any kind of qeuvirelnet for Stuodi Basic?,w3Scohols vgies seom basci example for web based languages is htree any knid of equivelretn for Tsuido Abisc?
14,Moss Farm Issue (Front End) Web Application Service Won't Start...,Omss Famr Isuse (Fnrot End) Web Aplpicatino Srevice Won ' t Tsrta. ..,Moss Fram Issue (Rfnto End) Web Appicltaino Esvriec Won ' t Satrt. ..
3,Why is $Id$ sometimes not expanded in SVN?,Why is $ Id $ smeoteims not xeapdnde in SVN?,Why is $ Id $ osetmmies not epaxnded in SVN?
3,svn access to a https repository: username / password always being prompted for,svn cacses to a https repostoiry: userneam / password alawsy ebign promtped for,svn accses to a https repository: suenraem / password always biegn protpmde for
8,Copy/Paste Not Working in Modal Window,Copy / Psate Not Woirkng in Omdla Wnidwo,Ocpy / Apset Not Working in Moadl Window
18,"Can I get specific metadata from a Func<T, object>?","Can I get specifci emtdataa frmo a Func <T, bjoect >?","Can I get escpific mtedaata rfom a Nfuc <T, bojcet >?"
8,How can I get the icon for a storage device in Mac OS X?,How can I get the icon for a storaeg devcie in Mac OS X?,How can I get the inco for a ostrgae deivce in Mac OS X?
2,Oracle query to get book-name?,Oracle uqeyr to get obko - naem?,Orcael qeruy to get book - name?
14,SharePoint development environment setup,HsarePonit development environment setup,SharePnoit edvelompent environment setup
3,"What is a working copy and what does ""switching"" do for me in Tortoise SVN?","Waht is a wkornig ocpy and whta odes "" wstihcign "" do for me in Ortoitse SVN?","Hwat is a wkornig copy and hwat oeds "" sitwchnig "" do for me in Otroties SVN?"
2,ODP.NET OracleCommandBuilder.DeriveParameters for 9i,ODP. NET AorcleCommdanUlbedir. ErvdiePraametesr for 9i,ODP. NET OarclcEomamdnBudielr. DrevieRpamaetser for 9i
3,How to do a bulk svn mv in Unix,How to do a bukl svn mv in Uxni,How to do a bukl svn mv in Unix
13,Scala: splitting a list using a predicate for sublists,Scala: slpttiing a lsti sunig a rpedciate for sublists,Sacal: splititng a ilst using a rpeidctae for usbltiss
14,Sending asynchronous request on clicking a sharepoint web part button control,Sendgin asnyrchonosu request on liccking a sharepoint web part ubtotn control,Sendign asynchronous erqeust on lcicikng a sharepoint web patr button control
14,Silverlight WebPart in SharePoint,Silverlight BwePatr in SharePoint,Ilsvrelgiht WebPatr in SharePoint
7,VS2008 Macro: Perform action on every code file in the solution,VS2008 Maocr: Perform action on veeyr dcoe flie in the sloutnio,VS2008 Mcrao: Preform aticon on every ocde ifle in the solution
4,Is Apache Tomcat built on Apache Web Server platform?,Is Paahce Tomcat ublit on Aapche Web Esrver pltaorfm?,Is Paache Tomcat built on Apahce Web Sererv pltaofrm?
2,Oracle SQL: LEAST() returns multiple rows...?,Oarecl SQL: LAETS () erturns umiltple rosw. ..?,Oarcle SQL: ELATS () erturns multplei orws. ..?
2,Oracle Trigger: raise_application_error,Roacel Trigger: raisea_pplicatione_rror,Orcael Triggre: raise_application_error
7,Visual Studio 2008 SP1 and Visual SourceSafe 2005,Ivsula Stduoi 0280 SP1 and Visual SourceSafe 2005,Ivsula Stdiuo 0208 SP1 and Visual SoucrsAeef 2005
3,WAMP - PHP shell_exec() problem,WAMP - PHP shell_xeec () prlobme,WMAP - PHP eslhl_eexc () rpobelm
9,Cocoa NSArray/NSSet: -makeObjectsPerformSelector: vs. fast enumeration,Occao NSArray / SNSet: - makeBeosjctEpfrromSleetcor: vs. fast eunmerantio,Cocoa SNArary / SNSte: - ameoKjbecstPerformSecletro: vs. fsat eunmearitno
12,Hibernate not respecting MySQL auto_increment primary key field,Hibenatre not rsepecitng MySQL atu_oinrceenmt rpimary key field,Hibernate not repsetncig MySQL atu_oinrceemtn primary key ifedl
10,alternate way to trigger reverse-i-search without pressing ctrl+r in bash,alterntae way to trieggr rverese - i - sarech withotu rpessign crtl + r in bash,atlearnet way to triggre revrese - i - esacrh without repssnig ctrl + r in bsah
14,Any tools or scripts to automatically migrate content from RoboHelp to Sharepoint?,Any otlso or scripts to uatmoatiaclyl imgraet content from RbooHelp to Shearopitn?,Any otlso or scripts to automatically imgarte coentnt frmo RbooHlep to Sharepoint?
9,Mac OS X: Can one process render to another process's window?,Mac OS X: Can one proecss renrde to naotehr proecss ' s idwnow?,Mac OS X: Can one rpocses renedr to anotehr rpocses ' s widnow?
14,SharePoint WebPart Permissions,ShrapEotin WebPart Permissions,ShareOpnit WebPart Eprsmisoins
9,GCC without Xcode on OS X,GCC iwhtout Xoecd on OS X,GCC iwthtou Cxoed on OS X
11,Spring-modules caching not working... silently.,Spring - mdoulse ccaihng not rwoknig. .. silently.,Psirgn - modlues accihng not wroknig. .. silnelyt.
14,SharePoint web services: test if file exists,SharePinot web esrcvies: etst if fiel exists,SharePoint web servcesi: tets if lfie exists
4,Redirecting URLs (with specific GET parameters),Redirecting RULs (wiht specific GET aapmrertes ),Erdeirctnig URLs (with specific GET arapemters )
5,Open and read Excel from a Linux based C program?,Open and raed Excel from a Lixnu absed C pgrorma?,Poen and reda Exlce from a Linux abesd C rpogram?
4,How to tell Apache ignore/block 404 error and redirect to hander page?,How to tell Aapceh gnioer / block 404 eorrr and eridrcet to ahndre page?,How to tell Apache ginroe / lbock 404 rerro and rdeirect to hnarde paeg?
7,Vertical line limiter in VS 2008?,Evrtialc line limiter in VS 0208?,Vertcial line limeitr in VS 2080?
7,Attach existing VS.NET 2008 instance that's already debugging as JIT debugger,Attach xeitsign VS. NET 0280 isntacne thta ' s already edbuggign as JIT debugger,Atthac xeisting VS. NET 0280 intsaenc htat ' s laredya eudbgging as JIT debugger
2,Casting DateTime to OracleTimeStampTZ,Casting AtdeItme to OarcleTimsEtampZT,Casting AdttEmie to OarcleTimeStmapZT
18,A DSL for Linq Queries - looking for ideas,A DSL for Lniq Uqerise - looking for disea,A DSL for Linq Queries - olokign for diesa
7,Adding Existing Form to C++/CLI WinForms Project,Addnig Existnig Ofmr to C + + / CLI IwnFrosm Pjroect,Dadign Eixtsngi Fomr to C + + / CLI IwnOfmrs Preojct
8,Can I end editing for the field editor's control without disrupting focus?,Can I end ietding for the efild edtoir ' s ocnrotl wtiohut disrputign fcous?,Can I end ediitng for the flied deitro ' s octnorl witohut dsirutipgn fcosu?
18,How to remap properties in LINQ?,How to remap oprpetrise in LINQ?,How to rmpea properties in LNIQ?
14,SharePoint 2007 Publishing site developtment and deployment,SharePoint 2070 Publishing site edvelpotment and dleopymnet,SharePoint 0027 Publishing site developtment and delpoymetn
18,What is the quickest way to query a database with LINQ?,Whta is the uqkicest way to query a dtaaabes wiht LQIN?,What is the uqcikset way to uqeyr a database whit LINQ?
18,"From ""LINQ to SQL"" to ""Azure Table Storage"" or ""SQL Data Service""","Form "" LINQ to SQL "" to "" Zauer Abtle Sotareg "" or "" SQL Adta Esvirce ""","Frmo "" ILNQ to SQL "" to "" Zareu Tbael Ostarge "" or "" SQL Adta Sveriec """
5,Conditional Cell Contents on Grouping status,Cdoiintnoal Cell Contents on Grouping tsatsu,Cnodiitnola Ecll Contents on Grouping sttuas
16,Why is in Qt child objects are allocated in Heap?,Why is in Qt chidl ojebtcs are allctoaed in Haep?,Why is in Qt hcild bojecst are alcloatde in Hepa?
14,SharePoint error relating to page layout after creating site from template,SharePoint error relating to page layout atefr creating site rfmo emtpltae,SrhaePonti rerro elratign to apge laoyut after creating site from etmplate
15,Problem in ajax webpage to navigate on previous page,Rpbolem in jaax webpage to navigate on previous page,Problem in ajxa wepbaeg to anvigate on rpevoisu page
2,Oracle: Pattern for to_char(number) to add additional ascii characters?,Oracle: Patetrn for _tochar (unmbre) to add dadiitnaol casii crhaacters?,Roacel: Pattern for toh_acr (unmber) to add daidtional ascii chaarcters?
3,Which documents should be added to a svn repo?,Wihhc documents shuold be dadde to a svn rpeo?,Whhic odcumnets hsoudl be added to a svn erpo?
7,Can I generate values for a custom parameter such as a timstamp for a Visual Studio Item Template?,Can I genreate values for a csutmo paraemrte usch as a itmsatpm for a Ivsual Sutdio Itme Emtpalte?,Can I generate vluaes for a custom parameter such as a itsmtmap for a Visula Stuido Tiem Etlmpate?
